C101.txt;1301,78;121,02;13;88,73;9,79;,07;,07;1,21;,88;1,27;,89
C101.txt;1338,20;120,07;13;89,68;10,28;,07;,08;1,23;,88;1,24;,87
C101.txt;1309,74;120,05;13;101,30;9,35;,08;,06;1,23;,84;1,26;,86
C101.txt;1278,55;120,05;13;104,58;10,76;,08;,08;1,23;,83;1,29;,86
C101.txt;1277,11;120,03;13;112,38;9,69;,09;,06;1,26;,83;1,30;,87
C101.txt;1251,80;120,04;13;107,02;9,59;,08;,06;1,26;,82;1,32;,90
C101.txt;1280,00;120,04;13;108,70;9,08;,09;,06;1,27;,85;1,29;,90
C101.txt;1260,16;120,04;13;108,27;9,78;,09;,06;1,26;,86;1,31;,88
C101.txt;1349,49;120,03;13;112,51;8,91;,09;,06;1,25;,83;1,23;,83
C101.txt;1269,90;120,04;13;98,91;9,70;,08;,06;1,22;,83;1,30;,89
C102.txt;1218,35;120,84;13;119,22;12,42;,08;,09;1,27;,69;1,36;,81
C102.txt;1281,79;120,06;13;121,27;8,71;,10;,05;1,26;,81;1,29;,93
C102.txt;1317,05;120,05;13;86,99;9,42;,07;,07;1,19;,85;1,26;,87
C102.txt;1300,69;120,04;13;96,90;10,42;,07;,07;1,28;,84;1,27;,84
C102.txt;1240,48;120,04;13;113,41;12,20;,08;,08;1,28;,74;1,33;,79
C102.txt;1224,21;120,04;13;99,26;11,12;,08;,07;1,26;,83;1,35;,81
C102.txt;1222,37;120,04;13;99,87;11,48;,07;,08;1,27;,83;1,35;,81
C102.txt;1315,95;120,03;13;158,34;9,43;,11;,07;1,34;,52;1,26;,89
C102.txt;1339,81;120,03;13;83,25;11,17;,06;,08;1,21;,89;1,28;,82
C102.txt;1350,20;120,03;13;79,33;13,85;,06;,09;1,18;,85;1,26;,73
C103.txt;1215,77;122,01;13;80,46;13,35;,06;,10;1,11;,82;1,43;,81
C103.txt;1269,51;120,06;13;82,90;10,92;,07;,08;1,21;,88;1,24;,78
C103.txt;1282,39;120,08;13;99,33;11,14;,07;,07;1,23;,82;1,30;,76
C103.txt;1222,38;120,04;13;69,93;12,21;,06;,09;1,13;,89;1,35;,76
C103.txt;1262,63;120,04;13;91,93;10,49;,07;,08;1,22;,85;1,32;,88
C103.txt;1196,07;120,04;13;64,86;13,25;,05;,09;1,16;,89;1,38;,72
C103.txt;1315,82;120,03;13;64,12;12,43;,05;,10;1,12;,90;1,26;,82
C103.txt;1226,46;120,05;13;73,49;11,59;,06;,09;1,11;,84;1,29;,81
C103.txt;1238,90;120,03;13;85,38;11,58;,07;,08;1,14;,85;1,34;,80
C103.txt;1208,37;120,03;13;74,54;13,14;,06;,08;1,16;,87;1,37;,68
C104.txt;1149,51;120,84;13;65,76;16,36;,05;,12;1,08;,85;1,45;,60
C104.txt;1212,16;120,07;13;74,07;15,19;,07;,13;1,13;,85;1,37;,78
C104.txt;1209,46;120,06;13;57,70;12,19;,05;,10;1,15;,90;1,31;,82
C104.txt;1310,53;120,05;13;67,60;9,70;,06;,07;1,13;,87;1,26;,91
C104.txt;1216,35;120,05;13;72,24;12,78;,07;,09;1,14;,88;1,37;,80
C104.txt;1149,40;120,05;13;58,06;16,03;,05;,13;1,11;,90;1,45;,61
C104.txt;1186,61;120,03;13;69,89;14,34;,07;,10;1,12;,88;1,40;,72
C104.txt;1160,73;120,04;13;80,83;16,08;,07;,12;1,11;,79;1,43;,62
C104.txt;1293,62;120,04;13;135,88;11,84;,10;,09;1,14;,56;1,29;,76
C104.txt;1189,14;120,03;13;63,74;13,00;,06;,10;1,09;,89;1,40;,83
C105.txt;1221,12;120,85;13;78,49;11,62;,07;,07;1,12;,86;1,36;,77
C105.txt;1310,66;120,06;13;75,58;9,99;,07;,07;1,12;,85;1,26;,86
C105.txt;1244,01;120,06;13;88,03;10,46;,08;,07;1,14;,84;1,33;,87
C105.txt;1335,02;120,06;13;102,53;8,27;,09;,06;1,26;,86;1,24;,92
C105.txt;1234,95;120,04;13;71,64;11,67;,05;,08;1,11;,83;1,34;,85
C105.txt;1274,59;120,03;13;77,38;10,30;,07;,07;1,13;,87;1,30;,86
C105.txt;1274,10;120,05;13;97,15;10,61;,08;,07;1,22;,85;1,30;,84
C105.txt;1252,48;120,04;13;90,15;10,88;,07;,07;1,22;,87;1,32;,81
C105.txt;1262,19;120,03;13;101,93;11,11;,08;,07;1,22;,81;1,31;,77
C105.txt;1295,28;120,03;13;91,76;10,15;,07;,07;1,23;,87;1,28;,85
C106.txt;1299,22;120,86;13;76,04;9,65;,06;,07;1,15;,84;1,27;,86
C106.txt;1295,98;120,08;13;87,39;10,00;,08;,06;1,18;,86;1,28;,82
C106.txt;1280,63;120,05;13;62,50;12,93;,05;,10;1,09;,88;1,29;,76
C106.txt;1315,06;120,04;13;82,48;8,85;,07;,06;1,15;,86;1,26;,87
C106.txt;1216,84;120,03;13;64,77;12,52;,06;,10;1,10;,84;1,36;,81
C106.txt;1260,93;120,05;13;91,51;10,89;,08;,07;1,22;,85;1,31;,78
C106.txt;1291,85;120,03;13;82,93;10,39;,07;,07;1,15;,86;1,28;,84
C106.txt;1396,69;120,04;13;88,20;8,76;,08;,06;1,16;,86;1,18;,85
C106.txt;1275,96;120,03;13;86,87;11,04;,07;,08;1,12;,79;1,30;,84
C106.txt;1345,80;120,03;13;96,62;8,80;,09;,06;1,16;,83;1,23;,87
C107.txt;1230,97;120,87;13;60,54;12,09;,05;,09;1,10;,92;1,34;,79
C107.txt;1184,08;120,06;13;85,84;15,65;,07;,11;1,11;,76;1,40;,60
C107.txt;1249,32;120,05;13;92,12;12,60;,07;,09;1,23;,83;1,32;,78
C107.txt;1234,53;120,05;13;79,17;11,91;,07;,09;1,13;,87;1,34;,80
C107.txt;1232,58;120,04;13;92,51;11,37;,08;,08;1,13;,77;1,34;,85
C107.txt;1175,26;120,04;13;69,61;15,57;,06;,11;1,10;,85;1,41;,61
C107.txt;1246,79;120,03;13;95,56;12,49;,07;,08;1,22;,75;1,33;,76
C107.txt;1225,20;120,04;13;103,52;11,16;,09;,07;1,23;,79;1,35;,81
C107.txt;1208,96;120,04;13;97,29;12,00;,08;,08;1,13;,72;1,37;,82
C107.txt;1223,11;120,04;13;79,45;11,57;,07;,08;1,11;,86;1,35;,79
C108.txt;1286,80;120,85;13;57,25;11,98;,05;,09;1,10;,92;1,31;,88
