C101.txt;828,94;120,71;10
C101.txt;828,94;120,03;10
C101.txt;828,94;120,03;10
C101.txt;828,94;120,03;10
C101.txt;828,94;120,04;10
C101.txt;828,94;121,84;10
C101.txt;828,94;120,04;10
C101.txt;828,94;120,03;10
C101.txt;828,94;120,03;10
C101.txt;828,94;120,03;10
C102.txt;828,94;121,83;10
C102.txt;828,94;120,04;10
C102.txt;828,94;120,04;10
C102.txt;828,94;120,03;10
C102.txt;828,94;120,03;10
C102.txt;828,94;120,73;10
C102.txt;828,94;120,05;10
C102.txt;828,94;120,03;10
C102.txt;828,94;120,05;10
C102.txt;828,94;120,03;10
C103.txt;828,06;120,72;10
C103.txt;828,06;120,07;10
C103.txt;828,06;120,70;10
C103.txt;828,06;120,04;10
C103.txt;828,06;120,03;10
C103.txt;828,06;120,03;10
C103.txt;828,06;120,03;10
C103.txt;828,06;120,03;10
C103.txt;828,06;120,03;10
C103.txt;828,06;120,03;10
C104.txt;824,78;120,70;10
C104.txt;824,78;120,04;10
C104.txt;824,78;120,04;10
C104.txt;824,78;120,69;10
C104.txt;824,78;120,04;10
C104.txt;824,78;120,03;10
C104.txt;824,78;120,03;10
C104.txt;824,78;120,03;10
C104.txt;824,78;120,03;10
C104.txt;824,78;120,03;10
C105.txt;828,94;120,76;10
C105.txt;828,94;120,04;10
C105.txt;828,94;120,04;10
C105.txt;828,94;121,83;10
C105.txt;828,94;120,04;10
C105.txt;828,94;120,03;10
C105.txt;828,94;120,03;10
C105.txt;828,94;120,03;10
C105.txt;828,94;120,03;10
C105.txt;828,94;120,03;10
C106.txt;828,94;120,74;10
C106.txt;828,94;120,04;10
C106.txt;828,94;120,71;10
C106.txt;828,94;120,04;10
C106.txt;828,94;120,03;10
C106.txt;828,94;120,03;10
C106.txt;828,94;120,04;10
C106.txt;828,94;120,04;10
C106.txt;828,94;120,05;10
C106.txt;828,94;120,05;10
C107.txt;828,94;120,79;10
C107.txt;828,94;120,07;10
C107.txt;828,94;120,07;10
C107.txt;828,94;121,90;10
C107.txt;828,94;120,05;10
C107.txt;828,94;120,04;10
C107.txt;828,94;120,03;10
C107.txt;828,94;120,03;10
C107.txt;828,94;120,03;10
C107.txt;828,94;120,06;10
C108.txt;828,94;120,82;10
C108.txt;828,94;120,04;10
C108.txt;828,94;120,04;10
C108.txt;828,94;120,04;10
C108.txt;828,94;120,03;10
C108.txt;828,94;121,83;10
C108.txt;828,94;120,04;10
C108.txt;828,94;120,04;10
C108.txt;828,94;120,03;10
C108.txt;828,94;120,03;10
C109.txt;828,94;120,68;10
C109.txt;828,94;120,05;10
C109.txt;828,94;120,03;10
C109.txt;828,94;120,03;10
C109.txt;828,94;120,76;10
C109.txt;828,94;120,04;10
C109.txt;828,94;120,03;10
C109.txt;828,94;120,03;10
C109.txt;828,94;120,03;10
C109.txt;828,94;120,04;10
C201.txt;591,56;121,82;3
C201.txt;591,56;120,04;3
C201.txt;591,56;120,04;3
C201.txt;591,56;121,82;3
C201.txt;591,56;120,04;3
C201.txt;591,56;120,03;3
C201.txt;591,56;120,03;3
C201.txt;591,56;120,03;3
C201.txt;591,56;120,04;3
C201.txt;591,56;120,03;3
C202.txt;591,56;120,68;3
C202.txt;591,56;120,04;3
C202.txt;591,56;121,69;3
C202.txt;591,56;120,04;3
C202.txt;591,56;120,03;3
C202.txt;591,56;120,03;3
C202.txt;591,56;120,03;3
C202.txt;591,56;120,03;3
C202.txt;591,56;120,03;3
C202.txt;591,56;120,03;3
C203.txt;591,17;121,80;3
C203.txt;591,17;120,04;3
C203.txt;591,17;120,04;3
C203.txt;591,17;121,84;3
C203.txt;591,17;120,04;3
C203.txt;591,17;120,04;3
C203.txt;591,17;120,03;3
C203.txt;591,17;120,03;3
C203.txt;591,17;120,04;3
C203.txt;591,17;120,03;3
C204.txt;590,60;121,81;3
C204.txt;590,60;120,04;3
C204.txt;590,60;120,04;3
C204.txt;590,60;120,03;3
C204.txt;590,60;121,70;3
C204.txt;590,60;120,04;3
C204.txt;590,60;120,03;3
C204.txt;590,60;120,03;3
C204.txt;590,60;120,03;3
C204.txt;590,60;120,03;3
C205.txt;588,88;120,67;3
C205.txt;588,88;120,04;3
C205.txt;588,88;121,79;3
C205.txt;588,88;120,04;3
C205.txt;588,88;120,03;3
C205.txt;588,88;120,03;3
C205.txt;588,88;120,03;3
C205.txt;588,88;120,03;3
C205.txt;588,88;120,03;3
C205.txt;588,88;120,03;3
C206.txt;588,49;121,81;3
C206.txt;588,49;120,04;3
C206.txt;588,49;120,03;3
C206.txt;588,49;121,78;3
C206.txt;588,49;120,04;3
C206.txt;588,49;120,03;3
C206.txt;588,49;120,03;3
C206.txt;588,49;120,03;3
C206.txt;588,49;120,03;3
C206.txt;588,49;120,03;3
C207.txt;588,29;121,80;3
C207.txt;588,29;120,04;3
C207.txt;588,29;120,03;3
C207.txt;588,29;121,81;3
C207.txt;588,29;120,03;3
C207.txt;588,29;120,03;3
C207.txt;588,29;120,03;3
C207.txt;588,29;120,03;3
C207.txt;588,29;120,03;3
C207.txt;588,29;120,03;3
C208.txt;588,32;121,75;3
C208.txt;588,32;120,04;3
C208.txt;588,32;120,04;3
C208.txt;588,32;121,74;3
C208.txt;588,32;120,04;3
C208.txt;588,32;120,03;3
C208.txt;588,32;120,03;3
C208.txt;588,32;120,03;3
C208.txt;588,32;120,04;3
C208.txt;588,32;120,03;3
rC201.txt;1281,54;120,66;8
rC201.txt;1265,56;120,04;9
rC201.txt;1281,54;121,67;8
rC201.txt;1268,81;120,04;9
rC201.txt;1277,66;120,03;8
rC201.txt;1267,95;120,03;8
rC201.txt;1291,61;120,03;8
rC201.txt;1267,27;120,03;8
rC201.txt;1271,48;120,03;8
rC201.txt;1267,96;120,03;9
rC202.txt;1120,51;121,66;6
rC202.txt;1120,51;121,84;6
rC202.txt;1102,08;120,04;8
rC202.txt;1106,15;120,03;7
rC202.txt;1130,54;120,03;6
rC202.txt;1098,85;120,03;7
rC202.txt;1106,15;120,04;7
rC202.txt;1098,80;120,04;8
rC202.txt;1120,51;120,03;6
rC202.txt;1106,15;120,03;7
rC203.txt;947,79;121,82;5
rC203.txt;940,21;120,04;6
rC203.txt;940,80;120,04;5
rC203.txt;947,79;121,85;5
rC203.txt;937,45;120,04;5
