C101.txt;1224,95;121,00;11;97,90;9,12;,08;,06;1,22;,85;1,14;,86
C101.txt;1087,36;120,13;11;97,49;10,15;,08;,06;1,21;,82;1,29;,86
C101.txt;1099,44;120,10;11;92,78;11,35;,08;,07;1,22;,89;1,27;,76
C101.txt;1155,94;120,11;11;97,26;9,54;,08;,06;1,20;,81;1,21;,86
C101.txt;1102,53;120,06;11;97,88;10,39;,07;,07;1,20;,81;1,27;,82
C101.txt;1129,84;120,06;11;81,25;11,88;,06;,07;1,19;,91;1,24;,74
C101.txt;1087,01;120,07;11;98,00;11,46;,08;,07;1,20;,82;1,29;,77
C101.txt;1134,11;120,05;11;96,38;9,41;,07;,07;1,20;,82;1,23;,92
C101.txt;1071,47;120,06;11;110,38;10,79;,09;,07;1,21;,82;1,31;,87
C101.txt;1094,91;120,05;11;95,34;10,56;,07;,07;1,20;,83;1,28;,86
C102.txt;1133,14;121,07;11;86,36;10,44;,06;,07;1,17;,85;1,28;,90
C102.txt;1135,90;120,11;11;85,89;8,42;,07;,06;1,13;,81;1,23;,93
C102.txt;1151,65;120,07;11;70,71;9,44;,06;,07;1,13;,91;1,22;,85
C102.txt;1093,26;120,05;11;75,50;10,94;,05;,06;1,18;,92;1,28;,78
C102.txt;1187,67;120,06;11;101,26;8,39;,07;,05;1,18;,83;1,22;,91
C102.txt;1203,18;120,12;11;95,54;8,39;,07;,05;1,19;,82;1,21;,91
C102.txt;1158,49;120,10;11;117,82;8,96;,08;,05;1,19;,74;1,25;,92
C102.txt;1119,77;120,10;11;92,00;8,33;,07;,05;1,20;,85;1,25;,94
C102.txt;1135,38;120,11;11;81,30;10,38;,05;,07;1,20;,85;1,28;,89
C102.txt;1108,38;120,11;11;77,01;9,02;,06;,06;1,20;,92;1,26;,93
C103.txt;1115,67;120,94;11;69,57;9,01;,05;,05;1,12;,90;1,26;,90
C103.txt;1158,71;120,20;11;70,12;7,93;,06;,05;1,12;,90;1,21;,93
C103.txt;1093,86;120,15;11;38,71;11,46;,03;,07;1,06;,94;1,33;,86
C103.txt;1093,54;120,12;11;66,07;10,10;,05;,06;1,10;,89;1,29;,87
C103.txt;1150,06;120,14;11;82,72;8,21;,06;,05;1,14;,84;1,22;,93
C103.txt;1052,08;120,12;11;50,48;12,22;,04;,08;1,11;,93;1,34;,80
C103.txt;1094,98;120,14;11;61,78;10,10;,05;,06;1,10;,88;1,29;,89
C103.txt;1112,96;120,11;11;64,39;9,61;,05;,07;1,08;,85;1,27;,90
C103.txt;1115,49;120,12;11;79,76;9,24;,06;,06;1,14;,86;1,26;,90
C103.txt;1115,69;120,10;11;63,73;10,55;,05;,07;1,09;,86;1,26;,82
C104.txt;1084,71;120,91;11;73,46;10,03;,05;,06;1,13;,86;1,30;,90
C104.txt;1096,26;120,17;11;67,44;9,58;,05;,06;1,12;,92;1,28;,91
C104.txt;1039,78;120,14;11;28,65;13,11;,02;,09;1,04;,94;1,35;,80
C104.txt;1136,06;120,15;11;54,12;10,47;,04;,06;1,06;,92;1,24;,78
C104.txt;1093,40;120,13;11;35,78;11,43;,03;,08;1,05;,92;1,29;,84
C104.txt;1076,54;120,10;11;66,35;10,75;,04;,07;1,14;,86;1,31;,86
C104.txt;1091,41;120,12;11;44,00;10,70;,03;,07;1,10;,93;1,29;,86
C104.txt;1095,01;120,09;11;70,10;10,00;,05;,06;1,17;,90;1,29;,91
C104.txt;1069,46;120,10;11;45,93;12,11;,04;,08;1,06;,90;1,32;,78
C104.txt;1056,13;120,10;11;59,84;12,25;,04;,08;1,10;,88;1,33;,79
C105.txt;1094,29;120,94;11;61,05;10,15;,05;,06;1,10;,91;1,28;,84
C105.txt;1128,20;120,13;11;53,89;9,45;,04;,07;1,08;,90;1,24;,87
C105.txt;1082,61;120,10;11;57,39;10,80;,04;,07;1,09;,91;1,29;,85
C105.txt;1103,34;120,11;11;77,50;10,00;,06;,06;1,10;,83;1,27;,84
C105.txt;1166,30;120,12;11;60,47;8,63;,05;,06;1,09;,91;1,20;,89
C105.txt;1096,72;120,13;11;71,59;10,47;,05;,07;1,18;,92;1,28;,87
C105.txt;1164,15;120,11;11;70,92;8,78;,05;,06;1,09;,82;1,20;,90
C105.txt;1187,55;120,14;11;84,52;7,59;,07;,05;1,12;,82;1,18;,91
C105.txt;1200,71;120,12;11;94,36;6,81;,08;,04;1,17;,83;1,17;,92
C105.txt;1071,84;120,06;11;88,47;10,00;,07;,06;1,21;,83;1,31;,89
C106.txt;1166,68;120,95;11;51,32;10,13;,04;,06;1,10;,91;1,20;,83
C106.txt;1176,19;120,14;11;62,85;8,29;,05;,06;1,12;,92;1,19;,91
C106.txt;1229,21;120,10;11;53,00;8,81;,04;,07;1,07;,88;1,14;,89
C106.txt;1166,24;120,11;11;58,57;9,24;,05;,06;1,11;,92;1,20;,89
C106.txt;1169,01;120,10;11;61,21;8,62;,05;,06;1,13;,91;1,20;,90
C106.txt;1156,04;120,12;11;60,43;8,41;,05;,06;1,13;,91;1,21;,92
