C101.txt;1216,89;121,12;12;103,22;9,13;,08;,06;1,23;,83;1,26;,89
C101.txt;1206,87;120,11;12;103,52;8,90;,09;,06;1,22;,83;1,27;,93
C101.txt;1254,20;120,08;12;84,96;7,89;,07;,05;1,16;,87;1,22;,92
C101.txt;1288,92;120,06;12;87,14;8,39;,08;,06;1,17;,91;1,19;,88
C101.txt;1190,29;120,07;12;105,20;9,87;,08;,06;1,24;,84;1,28;,88
C101.txt;1188,97;120,06;12;108,24;9,47;,09;,06;1,26;,82;1,28;,91
C101.txt;1237,52;120,12;12;100,86;8,47;,08;,05;1,22;,81;1,23;,93
C101.txt;1213,41;120,06;12;92,64;10,26;,08;,07;1,22;,89;1,26;,84
C101.txt;1188,94;120,05;12;109,86;9,50;,09;,06;1,23;,81;1,28;,86
C101.txt;1172,32;120,05;12;99,93;12,31;,08;,08;1,16;,80;1,30;,72
C102.txt;1212,81;121,18;12;72,85;10,75;,06;,07;1,17;,92;1,26;,81
C102.txt;1274,97;120,10;12;79,61;8,28;,07;,05;1,13;,87;1,20;,89
C102.txt;1195,77;120,09;12;119,50;9,71;,09;,06;1,21;,69;1,28;,85
C102.txt;1151,88;120,09;12;87,39;11,60;,07;,08;1,17;,82;1,33;,79
C102.txt;1156,30;120,06;12;83,09;12,10;,06;,09;1,24;,90;1,32;,77
C102.txt;1186,90;120,06;12;99,36;10,98;,08;,07;1,17;,82;1,29;,77
C102.txt;1219,34;120,06;12;98,28;9,99;,08;,07;1,26;,88;1,25;,81
C102.txt;1167,00;120,06;12;79,72;11,33;,06;,08;1,23;,90;1,31;,81
C102.txt;1218,50;120,07;12;91,93;9,86;,07;,07;1,22;,85;1,25;,85
C102.txt;1197,67;120,06;12;74,09;9,98;,05;,07;1,14;,87;1,28;,87
C103.txt;1152,51;121,67;12;53,86;14,31;,04;,11;1,09;,88;1,33;,78
C103.txt;1191,29;120,11;12;84,04;11,08;,07;,07;1,11;,83;1,29;,77
C103.txt;1284,05;120,09;12;86,24;10,48;,07;,07;1,13;,81;1,23;,90
C103.txt;1168,05;120,08;12;60,77;12,05;,05;,09;1,08;,85;1,32;,78
C103.txt;1150,22;120,05;12;92,94;10,61;,07;,07;1,22;,85;1,34;,91
C103.txt;1160,73;120,08;12;71,88;12,56;,06;,09;1,15;,86;1,32;,79
C103.txt;1238,39;120,06;12;58,06;10,62;,05;,07;1,10;,90;1,24;,80
C103.txt;1221,79;120,08;12;73,04;9,78;,06;,07;1,18;,89;1,26;,88
C103.txt;1203,84;120,08;12;91,74;11,46;,07;,08;1,24;,86;1,28;,76
C103.txt;1240,12;120,05;12;72,03;10,40;,06;,07;1,12;,85;1,23;,86
C104.txt;1132,93;121,22;12;62,02;12,51;,06;,10;1,09;,89;1,29;,81
C104.txt;1146,29;120,12;12;43,50;12,24;,03;,09;1,10;,95;1,34;,85
C104.txt;1157,82;120,10;12;71,98;11,93;,06;,09;1,10;,86;1,33;,79
C104.txt;1128,08;120,07;12;58,68;13,26;,05;,08;1,08;,88;1,36;,69
C104.txt;1157,40;120,08;12;84,38;10,13;,07;,07;1,17;,88;1,32;,88
C104.txt;1235,42;120,07;12;85,23;9,63;,07;,06;1,11;,86;1,25;,86
C104.txt;1123,55;120,06;12;68,21;13,03;,06;,10;1,10;,84;1,36;,81
C104.txt;1247,17;120,09;12;111,65;11,15;,09;,08;1,19;,73;1,27;,86
C104.txt;1224,42;120,05;12;72,08;10,61;,06;,08;1,16;,85;1,25;,86
C104.txt;1145,67;120,04;12;54,89;12,99;,04;,09;1,11;,90;1,34;,80
C105.txt;1178,03;121,52;12;66,74;10,43;,05;,07;1,10;,86;1,30;,83
C105.txt;1146,19;120,09;12;71,00;10,65;,06;,07;1,11;,86;1,33;,89
C105.txt;1256,62;120,08;12;83,94;8,35;,07;,06;1,19;,92;1,22;,91
C105.txt;1254,56;120,07;12;84,22;10,41;,06;,07;1,20;,83;1,22;,81
C105.txt;1177,75;120,06;12;77,80;10,15;,06;,06;1,12;,84;1,30;,86
C105.txt;1152,46;120,06;12;79,15;11,60;,06;,08;1,11;,83;1,33;,79
C105.txt;1202,16;120,06;12;79,46;10,04;,06;,07;1,20;,88;1,27;,86
C105.txt;1204,12;120,06;12;88,80;9,23;,07;,06;1,22;,88;1,27;,89
C105.txt;1142,76;120,04;12;85,71;11,80;,06;,08;1,19;,86;1,34;,78
C105.txt;1233,05;120,07;12;82,00;9,17;,06;,06;1,19;,85;1,24;,88
